id,modulo,resposta_correta
2289,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",D
2290,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",D
2291,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",D
2292,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",A
2293,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",C
2294,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",D
2295,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",B
2296,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",A
2297,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",A
2298,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",B
2299,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",C
2300,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",C
2301,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",A
2302,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",B
2303,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",C
2304,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",D
2305,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",B
2306,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",A
2307,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",C
2308,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",D
2309,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",C
2310,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",D
2311,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",C
2312,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",A
2313,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",C
2314,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",A
2315,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",A
2316,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",C
2317,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",B
2318,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",C
2319,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",A
2320,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",D
2321,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",A
2322,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",B
2323,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",D
2324,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",B
2325,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",B
2326,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",B
2327,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",B
2328,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",A
2329,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",B
2330,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",A
2331,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",D
2332,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",C
2333,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",A
2334,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",B
2335,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",D
2336,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",B
2337,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",D
2338,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",B
2339,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",B
2340,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",D
2341,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",B
2342,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",C
2343,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",C
2344,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",B
2345,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",A
2346,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",C
2347,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",B
2348,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",A
2349,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",A
2350,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",C
2351,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",C
2352,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",D
2353,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",A
2354,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",A
2355,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",B
2356,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",C
2357,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",A
2358,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",B
2359,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",D
2360,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",B
2361,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",D
2362,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",A
2363,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",A
2364,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",B
2365,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",C
2366,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",A
2367,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",B
2368,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",D
2369,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",C
2370,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",C
2371,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",C
2372,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",A
2373,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",B
2374,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",A
2375,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",A
2376,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",B
2377,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",A
2378,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",C
2379,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",B
2380,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",D
2381,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",C
2382,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",C
2383,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",B
2384,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",B
2385,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",A
2386,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",B
2387,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",C
2388,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",B
2389,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",A
2390,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",D
2391,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",B
2392,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",C
2393,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",D
2394,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",A
2395,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",B
2396,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",D
2397,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",B
2398,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",B
2399,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",D
2400,"Lei de abuso de autoridade; Lei Maria da Penha; Estatutos da Criança e do Adolescente, do Idoso, da Pessoa com Deficiência, da Igualdade Racial",C
2401,Código Penal - crimes contra a administração pública,C
2402,Código Penal - crimes contra a administração pública,D
2403,Código Penal - crimes contra a administração pública,A
2404,Código Penal - crimes contra a administração pública,A
2405,Código Penal - crimes contra a administração pública,A
2406,Código Penal - crimes contra a administração pública,C
2407,Código Penal - crimes contra a administração pública,B
2408,Código Penal - crimes contra a administração pública,B
2409,Código Penal - crimes contra a administração pública,B
2410,Código Penal - crimes contra a administração pública,A
2411,Código Penal - crimes contra a administração pública,B
2412,Código Penal - crimes contra a administração pública,C
2413,Código Penal - crimes contra a administração pública,D
2414,Código Penal - crimes contra a administração pública,B
2415,Código Penal - crimes contra a administração pública,D
2416,Código Penal - crimes contra a administração pública,D
2417,Código Penal - crimes contra a administração pública,B
2418,Código Penal - crimes contra a administração pública,A
2419,Código Penal - crimes contra a administração pública,A
2420,Código Penal - crimes contra a administração pública,A
2421,Código Penal - crimes contra a administração pública,A
2422,Código Penal - crimes contra a administração pública,A
2423,Código Penal - crimes contra a administração pública,B
2424,Código Penal - crimes contra a administração pública,C
2425,Código Penal - crimes contra a administração pública,B
2426,Código Penal - crimes contra a administração pública,B
2427,Código Penal - crimes contra a administração pública,C
2428,Código Penal - crimes contra a administração pública,D
2429,Código Penal - crimes contra a administração pública,D
2430,Código Penal - crimes contra a administração pública,C
2431,Código Penal - crimes contra a administração pública,A
2432,Código Penal - crimes contra a administração pública,D
2433,Código Penal - crimes contra a administração pública,C
2434,Código Penal - crimes contra a administração pública,C
2435,Código Penal - crimes contra a administração pública,B
2436,Código Penal - crimes contra a administração pública,D
2437,Código Penal - crimes contra a administração pública,B
2438,Código Penal - crimes contra a administração pública,A
2439,Código Penal - crimes contra a administração pública,B
2440,Código Penal - crimes contra a administração pública,C
2441,Código Penal - crimes contra a administração pública,C
2442,Código Penal - crimes contra a administração pública,D
2443,Código Penal - crimes contra a administração pública,A
2444,Código Penal - crimes contra a administração pública,B
2445,Código Penal - crimes contra a administração pública,B
2446,Código Penal - crimes contra a administração pública,C
2447,Código Penal - crimes contra a administração pública,D
2448,Código Penal - crimes contra a administração pública,D
2449,Código Penal - crimes contra a administração pública,B
2450,Código Penal - crimes contra a administração pública,A
2451,Código Penal - crimes contra a administração pública,D
2452,Código Penal - crimes contra a administração pública,D
2453,Código Penal - crimes contra a administração pública,D
2454,Código Penal - crimes contra a administração pública,A
2455,Código Penal - crimes contra a administração pública,B
2456,Código Penal - crimes contra a administração pública,A
2457,Código Penal - crimes contra a administração pública,D
2458,Código Penal - crimes contra a administração pública,B
2459,Código Penal - crimes contra a administração pública,D
2460,Código Penal - crimes contra a administração pública,B
2461,Código Penal - crimes contra a administração pública,C
2462,Código Penal - crimes contra a administração pública,B
2463,Código Penal - crimes contra a administração pública,C
2464,Código Penal - crimes contra a administração pública,D
2465,Código Penal - crimes contra a administração pública,A
2466,Código Penal - crimes contra a administração pública,D
2467,Código Penal - crimes contra a administração pública,D
2468,Código Penal - crimes contra a administração pública,C
2469,Código Penal - crimes contra a administração pública,C
2470,Código Penal - crimes contra a administração pública,B
2471,Código Penal - crimes contra a administração pública,C
2472,Código Penal - crimes contra a administração pública,C
2473,Código Penal - crimes contra a administração pública,C
2474,Código Penal - crimes contra a administração pública,C
2475,Código Penal - crimes contra a administração pública,A
2476,Código Penal - crimes contra a administração pública,D
2477,Código Penal - crimes contra a administração pública,D
2478,Código Penal - crimes contra a administração pública,B
2479,Código Penal - crimes contra a administração pública,C
2480,Código Penal - crimes contra a administração pública,A
2481,Código Penal - crimes contra a administração pública,D
2482,Código Penal - crimes contra a administração pública,B
2483,Código Penal - crimes contra a administração pública,C
2484,Código Penal - crimes contra a administração pública,D
2485,Código Penal - crimes contra a administração pública,C
2486,Código Penal - crimes contra a administração pública,C
2487,Código Penal - crimes contra a administração pública,A
2488,Código Penal - crimes contra a administração pública,C
2489,Código Penal - crimes contra a administração pública,D
2490,Código Penal - crimes contra a administração pública,A
2491,Código Penal - crimes contra a administração pública,B
2492,Código Penal - crimes contra a administração pública,D
2493,Código Penal - crimes contra a administração pública,D
2494,Código Penal - crimes contra a administração pública,A
2495,Código Penal - crimes contra a administração pública,B
2496,Código Penal - crimes contra a administração pública,B
2497,Código Penal - crimes contra a administração pública,C
2498,Código Penal - crimes contra a administração pública,A
2499,Código Penal - crimes contra a administração pública,B
2500,Código Penal - crimes contra a administração pública,B
2501,Código Penal - crimes contra a administração pública,C
2502,Código Penal - crimes contra a administração pública,C
2503,Código Penal - crimes contra a administração pública,D
2504,Código Penal - crimes contra a administração pública,D
2505,Código Penal - crimes contra a administração pública,C
2506,Código Penal - crimes contra a administração pública,D
2507,Código Penal - crimes contra a administração pública,A
2508,Código Penal - crimes contra a administração pública,C
2509,Código Penal - crimes contra a administração pública,D
2510,Código Penal - crimes contra a administração pública,C
2511,Código Penal - crimes contra a administração pública,B
2512,Código Penal - crimes contra a administração pública,A
2513,Código Penal - crimes contra a administração pública,B
2514,Código Penal - crimes contra a administração pública,B
2515,Código Penal - crimes contra a administração pública,C
2516,Código Penal - crimes contra a administração pública,D
2517,Código Penal - crimes contra a administração pública,B
2518,Código Penal - crimes contra a administração pública,B
2519,Código Penal - crimes contra a administração pública,B
2520,Código Penal - crimes contra a administração pública,C
2521,Código Penal - crimes contra a administração pública,C
2522,Código Penal - crimes contra a administração pública,D
2523,Código Penal - crimes contra a administração pública,B
2524,Código Penal - crimes contra a administração pública,B
2525,Código Penal - crimes contra a administração pública,B
2526,Código Penal - crimes contra a administração pública,B
2527,Código Penal - crimes contra a administração pública,D
2528,Código Penal - crimes contra a administração pública,A
2529,Código Penal - crimes contra a administração pública,C
2530,Código Penal - crimes contra a administração pública,A
2531,Código Penal - crimes contra a administração pública,A
2532,Código Penal - crimes contra a administração pública,D
2533,Código Penal - crimes contra a administração pública,D
2534,Código Penal - crimes contra a administração pública,D
2535,Código Penal - crimes contra a administração pública,D
2536,Código Penal - crimes contra a administração pública,B
2537,Código Penal - crimes contra a administração pública,C
2538,Código Penal - crimes contra a administração pública,C
2539,Código Penal - crimes contra a administração pública,D
2540,Código Penal - crimes contra a administração pública,A
2541,Código Penal - crimes contra a administração pública,C
2542,Código Penal - crimes contra a administração pública,C
2543,Código Penal - crimes contra a administração pública,A
2544,Código Penal - crimes contra a administração pública,B
2545,Código Penal - crimes contra a administração pública,C
2546,Código Penal - crimes contra a administração pública,D
2547,Código Penal - crimes contra a administração pública,D
2548,Código Penal - crimes contra a administração pública,B
2549,Código Penal - crimes contra a administração pública,B
2550,Código Penal - crimes contra a administração pública,B
2551,Código Penal - crimes contra a administração pública,B
2552,Código Penal - crimes contra a administração pública,A
2553,Código Penal - crimes contra a administração pública,C
2554,Código Penal - crimes contra a administração pública,D
2555,Código Penal - crimes contra a administração pública,D
2556,Código Penal - crimes contra a administração pública,D
2557,Código Penal - crimes contra a administração pública,D
2558,Código Penal - crimes contra a administração pública,C
2559,Código Penal - crimes contra a administração pública,A
2560,Código Penal - crimes contra a administração pública,A
2561,Código Penal - crimes contra a administração pública,B
2562,Código Penal - crimes contra a administração pública,D
2563,Código Penal - crimes contra a administração pública,D
2564,Código Penal - crimes contra a administração pública,B
2565,Código Penal - crimes contra a administração pública,D
2566,Código Penal - crimes contra a administração pública,A
2567,Código Penal - crimes contra a administração pública,A
2568,Código Penal - crimes contra a administração pública,B
2569,Código Penal - crimes contra a administração pública,D
2570,Código Penal - crimes contra a administração pública,C
2571,Código Penal - crimes contra a administração pública,A
2572,Código Penal - crimes contra a administração pública,C
2573,Código Penal - crimes contra a administração pública,B
2574,Código Penal - crimes contra a administração pública,C
2575,Código Penal - crimes contra a administração pública,A
2576,Código Penal - crimes contra a administração pública,C
2577,Código Penal - crimes contra a administração pública,B
2578,Código Penal - crimes contra a administração pública,B
2579,Código Penal - crimes contra a administração pública,A
2580,Código Penal - crimes contra a administração pública,C
2581,Código Penal - crimes contra a administração pública,B
2582,Código Penal - crimes contra a administração pública,D
2583,Código Penal - crimes contra a administração pública,A
2584,Código Penal - crimes contra a administração pública,D
2585,Código Penal - crimes contra a administração pública,D
2586,Código Penal - crimes contra a administração pública,C
2587,Código Penal - crimes contra a administração pública,A
2588,Código Penal - crimes contra a administração pública,C
2589,Código Penal - crimes contra a administração pública,B
2590,Código Penal - crimes contra a administração pública,C
2591,Código Penal - crimes contra a administração pública,A
2592,Código Penal - crimes contra a administração pública,B
2593,Código Penal - crimes contra a administração pública,C
2594,Código Penal - crimes contra a administração pública,B
2595,Código Penal - crimes contra a administração pública,A
2596,Código Penal - crimes contra a administração pública,A
2597,Código Penal - crimes contra a administração pública,D
2598,Código Penal - crimes contra a administração pública,B
2599,Código Penal - crimes contra a administração pública,A
2600,Código Penal - crimes contra a administração pública,B
2601,Código Penal - crimes contra a administração pública,C
2602,Código Penal - crimes contra a administração pública,C
2603,Código Penal - crimes contra a administração pública,D
2604,Código Penal - crimes contra a administração pública,B
2605,Código Penal - crimes contra a administração pública,C
2606,Código Penal - crimes contra a administração pública,B
2607,Código Penal - crimes contra a administração pública,D
2608,Código Penal - crimes contra a administração pública,A
2609,Código Penal - crimes contra a administração pública,B
2610,Código Penal - crimes contra a administração pública,C
2611,Código Penal - crimes contra a administração pública,B
2612,Código Penal - crimes contra a administração pública,C
2613,Código Penal - crimes contra a administração pública,D
2614,Código Penal - crimes contra a administração pública,D
2615,Código Penal - crimes contra a administração pública,A
2616,Código Penal - crimes contra a administração pública,B
2617,Código Penal - crimes contra a administração pública,C
2618,Código Penal - crimes contra a administração pública,D
2619,Código Penal - crimes contra a administração pública,B
2620,Código Penal - crimes contra a administração pública,D
2621,Código Penal - crimes contra a administração pública,A
2622,Código Penal - crimes contra a administração pública,B
2623,Código Penal - crimes contra a administração pública,A
2624,Código Penal - crimes contra a administração pública,D
2625,Código Penal - crimes contra a administração pública,C
2626,Código Penal - crimes contra a administração pública,D
2627,Código Penal - crimes contra a administração pública,D
2628,Código Penal - crimes contra a administração pública,D
2629,Código Penal - crimes contra a administração pública,A
2630,Código Penal - crimes contra a administração pública,B
2631,Código Penal - crimes contra a administração pública,C
2632,Código Penal - crimes contra a administração pública,D
2633,Código Penal - crimes contra a administração pública,B
2634,Código Penal - crimes contra a administração pública,C
2635,Código Penal - crimes contra a administração pública,C
2636,Código Penal - crimes contra a administração pública,D
2637,Código Penal - crimes contra a administração pública,D
2638,Código Penal - crimes contra a administração pública,D
2639,Código Penal - crimes contra a administração pública,D
2640,Código Penal - crimes contra a administração pública,B
2641,Código Penal - crimes contra a administração pública,C
2642,Código Penal - crimes contra a administração pública,C
2643,Código Penal - crimes contra a administração pública,C
2644,Código Penal - crimes contra a administração pública,C
2645,Código Penal - crimes contra a administração pública,D
2646,Código Penal - crimes contra a administração pública,A
2647,Código Penal - crimes contra a administração pública,D
2648,Código Penal - crimes contra a administração pública,D
